,reviews,cleaned_reviews,POS_tagged_reviews,lemmatized_reviews,VADER_compound_score,Sentiment
0,"  Horrendous experience. High cost of seat reservation, plane in a bad state and terrible customer service. As part of the trip we had to cancel part of the itinerary, while we acknowledged it was a non-refundable flight, British Airways owed me a refund for taxes due. Getting the money from them was like getting blood from a stone. After many hours on the phone with customer service agents, half the money was sent to the card i paid on, while the other half was sent to a card the expired in 2017, starting another saga of British Airways claiming they had paid the money before admitting that they had not. 6 months later, I am still waiting for the money due for taxes that British Airways didn't have to pay (not a refund by the way as it was a non-refundable flight, taxes that BA took from me for a flight that our family never even flew). Do yourself a favour, avoid British Airways. If anything goes wrong you will spend hours wasting your life trying to get them to meet their legal obligations. We paid them more than $2,000 in non refundable fees for a flight we didn't take, and they still make getting our $200 tax refund a living hell. ",  horrendous experience high cost of seat reservation plane in a bad state and terrible customer service as part of the trip we had to cancel part of the itinerary while we acknowledged it was a nonrefundable flight british airways owed me a refund for taxes due getting the money from them was like getting blood from a stone after many hours on the phone with customer service agents half the money was sent to the card i paid on while the other half was sent to a card the expired in 2017 starting another saga of british airways claiming they had paid the money before admitting that they had not 6 months later i am still waiting for the money due for taxes that british airways didnt have to pay not a refund by the way as it was a nonrefundable flight taxes that ba took from me for a flight that our family never even flew do yourself a favour avoid british airways if anything goes wrong you will spend hours wasting your life trying to get them to meet their legal obligations we paid them more than 2000 in non refundable fees for a flight we didnt take and they still make getting our 200 tax refund a living hell ,"[('horrendous', 'a'), ('experience', 'n'), ('high', 'a'), ('cost', 'n'), ('seat', 'n'), ('reservation', 'n'), ('plane', 'n'), ('bad', 'a'), ('state', 'n'), ('terrible', 'a'), ('customer', 'n'), ('service', 'n'), ('part', 'n'), ('trip', 'n'), ('cancel', 'v'), ('part', 'n'), ('itinerary', 'a'), ('acknowledged', 'v'), ('nonrefundable', 'a'), ('flight', 'n'), ('british', 'a'), ('airways', 'n'), ('owed', 'v'), ('refund', 'n'), ('taxes', 'n'), ('due', 'a'), ('getting', 'v'), ('money', 'n'), ('like', None), ('getting', 'v'), ('blood', 'n'), ('stone', 'n'), ('many', 'a'), ('hours', 'n'), ('phone', 'n'), ('customer', 'n'), ('service', 'n'), ('agents', 'n'), ('half', None), ('money', 'n'), ('sent', 'v'), ('card', 'n'), ('paid', 'v'), ('half', 'n'), ('sent', 'v'), ('card', 'n'), ('expired', 'v'), ('2017', None), ('starting', 'v'), ('another', None), ('saga', 'n'), ('british', 'a'), ('airways', 'n'), ('claiming', 'v'), ('paid', 'v'), ('money', 'n'), ('admitting', 'v'), ('6', None), ('months', 'n'), ('later', 'r'), ('still', 'r'), ('waiting', 'v'), ('money', 'n'), ('due', 'a'), ('taxes', 'n'), ('british', 'a'), ('airways', 'n'), ('didnt', 'v'), ('pay', 'v'), ('refund', 'n'), ('way', 'n'), ('nonrefundable', 'a'), ('flight', 'n'), ('taxes', 'n'), ('ba', 'v'), ('took', 'v'), ('flight', 'n'), ('family', 'n'), ('never', 'r'), ('even', 'r'), ('flew', 'a'), ('favour', 'a'), ('avoid', 'n'), ('british', 'a'), ('airways', 'n'), ('anything', 'n'), ('goes', 'v'), ('wrong', 'a'), ('spend', 'v'), ('hours', 'n'), ('wasting', 'v'), ('life', 'n'), ('trying', 'v'), ('get', 'v'), ('meet', 'v'), ('legal', 'a'), ('obligations', 'n'), ('paid', 'v'), ('2000', None), ('non', None), ('refundable', 'a'), ('fees', 'n'), ('flight', 'n'), ('didnt', 'v'), ('take', 'v'), ('still', 'r'), ('make', 'v'), ('getting', 'v'), ('200', None), ('tax', 'n'), ('refund', 'n'), ('living', 'n'), ('hell', 'n')]",  horrendous experience high cost seat reservation plane bad state terrible customer service part trip cancel part itinerary acknowledge nonrefundable flight british airway owe refund tax due get money like get blood stone many hour phone customer service agent half money send card pay half send card expire 2017 start another saga british airway claim pay money admit 6 month later still wait money due tax british airway didnt pay refund way nonrefundable flight tax ba take flight family never even flew favour avoid british airway anything go wrong spend hour waste life try get meet legal obligation pay 2000 non refundable fee flight didnt take still make get 200 tax refund living hell,-0.9759,Negative
1," Absolutely pathetic business class product. BA is not even remotely competitive with other International airlines in the business class market. With old outdated 8 across seating - no, I did not make a typing mistake - you either have to climb across someone or someone has to climb across you to gain aisle access. The crew must also hate this layout since they have to reach through little window openings to provide service to passengers in the 2 center seats. BA, like most other European-based airlines does not have a factual Intra-European business class product even though they promote & sell business class. Intra-Europe flights feature the same 3+3 seating throughout the aircraft & the only difference being the middle seat is left empty in ""business class"" & passengers get a meal & drinks, but this does not justify the higher cost. BA's Trans-Atlantic business class product is only slightly better because of the ""narrow"" 8 across seating. The biggest surprise on both the LIS/LHR & LHR/IAH flights was that BA has, in fact, substantially improved their food quality. Shocking! Unfortunately, it is served in the WORST business class configurations of ANY International airline I have flown. The entertainment  system & small screens - my laptop screen is twice the size - is like an airline offering 2 decades ago. The flight crew was ""pleasant & perfunctory"" which is about the best one can expect from a BA crew. BA will simply never match the quality of carriers like Singapore, Emirates, Qatar, Etihad, EVA, ANA, Japan, Air New Zealand, Qantas or many others. BA can compete with US-based airlines like Delta, American & United, which are also not even in the same Universe in terms of a high-quality business class product. One of the biggest slaps in the face is that BA expects business class passengers to pay to select seats, even though they have paid thousands of dollars to fly business class. Several hundred US dollars for Trans-Atlantic flights. Only if you wait until 24 hours before flight time are you allowed to select a seat at no cost. Certainly another BA Management decision that was made without a functioning brain.", absolutely pathetic business class product ba is not even remotely competitive with other international airlines in the business class market with old outdated 8 across seating  no i did not make a typing mistake  you either have to climb across someone or someone has to climb across you to gain aisle access the crew must also hate this layout since they have to reach through little window openings to provide service to passengers in the 2 center seats ba like most other europeanbased airlines does not have a factual intraeuropean business class product even though they promote  sell business class intraeurope flights feature the same 33 seating throughout the aircraft  the only difference being the middle seat is left empty in business class  passengers get a meal  drinks but this does not justify the higher cost bas transatlantic business class product is only slightly better because of the narrow 8 across seating the biggest surprise on both the lislhr  lhriah flights was that ba has in fact substantially improved their food quality shocking unfortunately it is served in the worst business class configurations of any international airline i have flown the entertainment  system  small screens  my laptop screen is twice the size  is like an airline offering 2 decades ago the flight crew was pleasant  perfunctory which is about the best one can expect from a ba crew ba will simply never match the quality of carriers like singapore emirates qatar etihad eva ana japan air new zealand qantas or many others ba can compete with usbased airlines like delta american  united which are also not even in the same universe in terms of a highquality business class product one of the biggest slaps in the face is that ba expects business class passengers to pay to select seats even though they have paid thousands of dollars to fly business class several hundred us dollars for transatlantic flights only if you wait until 24 hours before flight time are you allowed to select a seat at no cost certainly another ba management decision that was made without a functioning brain,"[('absolutely', 'r'), ('pathetic', 'a'), ('business', 'n'), ('class', 'n'), ('product', 'n'), ('ba', 'n'), ('even', 'r'), ('remotely', 'r'), ('competitive', 'a'), ('international', 'a'), ('airlines', 'n'), ('business', 'n'), ('class', 'n'), ('market', 'n'), ('old', 'a'), ('outdated', 'a'), ('8', None), ('across', None), ('seating', 'v'), ('make', 'v'), ('typing', 'v'), ('mistake', 'n'), ('either', 'r'), ('climb', 'v'), ('across', None), ('someone', 'n'), ('someone', 'n'), ('climb', 'v'), ('across', None), ('gain', 'v'), ('aisle', 'a'), ('access', 'n'), ('crew', 'n'), ('must', None), ('also', 'r'), ('hate', 'v'), ('layout', 'n'), ('since', None), ('reach', 'v'), ('little', 'a'), ('window', 'a'), ('openings', 'n'), ('provide', 'v'), ('service', 'n'), ('passengers', 'n'), ('2', None), ('center', 'n'), ('seats', 'n'), ('ba', 'v'), ('like', None), ('europeanbased', 'v'), ('airlines', 'n'), ('factual', 'a'), ('intraeuropean', 'n'), ('business', 'n'), ('class', 'n'), ('product', 'n'), ('even', 'r'), ('though', None), ('promote', 'v'), ('sell', 'v'), ('business', 'n'), ('class', 'n'), ('intraeurope', 'n'), ('flights', 'n'), ('feature', 'v'), ('33', None), ('seating', 'v'), ('throughout', None), ('aircraft', 'n'), ('difference', 'n'), ('middle', 'a'), ('seat', 'n'), ('left', 'v'), ('empty', 'a'), ('business', 'n'), ('class', 'n'), ('passengers', 'n'), ('get', 'v'), ('meal', 'a'), ('drinks', 'n'), ('justify', 'v'), ('higher', 'a'), ('cost', 'n'), ('bas', 'r'), ('transatlantic', 'a'), ('business', 'n'), ('class', 'n'), ('product', 'n'), ('slightly', 'r'), ('better', 'r'), ('narrow', 'a'), ('8', None), ('across', None), ('seating', 'v'), ('biggest', 'a'), ('surprise', 'n'), ('lislhr', 'n'), ('lhriah', 'a'), ('flights', 'n'), ('ba', 'n'), ('fact', 'n'), ('substantially', 'r'), ('improved', 'v'), ('food', 'n'), ('quality', 'n'), ('shocking', 'v'), ('unfortunately', 'a'), ('served', 'v'), ('worst', 'a'), ('business', 'n'), ('class', 'n'), ('configurations', 'n'), ('international', 'a'), ('airline', 'n'), ('flown', 'v'), ('entertainment', 'n'), ('system', 'n'), ('small', 'a'), ('screens', 'n'), ('laptop', 'a'), ('screen', 'n'), ('twice', 'r'), ('size', 'n'), ('like', None), ('airline', 'n'), ('offering', 'n'), ('2', None), ('decades', 'n'), ('ago', None), ('flight', 'n'), ('crew', 'n'), ('pleasant', 'a'), ('perfunctory', 'n'), ('best', 'a'), ('one', 'n'), ('expect', 'v'), ('ba', 'n'), ('crew', 'n'), ('ba', 'n'), ('simply', 'r'), ('never', 'r'), ('match', 'v'), ('quality', 'n'), ('carriers', 'n'), ('like', None), ('singapore', 'n'), ('emirates', 'n'), ('qatar', 'v'), ('etihad', 'a'), ('eva', 'n'), ('ana', None), ('japan', 'n'), ('air', 'v'), ('new', 'a'), ('zealand', 'n'), ('qantas', 'n'), ('many', 'a'), ('others', 'n'), ('ba', 'v'), ('compete', 'v'), ('usbased', 'a'), ('airlines', 'n'), ('like', None), ('delta', 'a'), ('american', 'a'), ('united', 'v'), ('also', 'r'), ('even', 'r'), ('universe', 'n'), ('terms', 'n'), ('highquality', 'n'), ('business', 'n'), ('class', 'n'), ('product', 'n'), ('one', None), ('biggest', 'a'), ('slaps', 'n'), ('face', 'n'), ('ba', 'a'), ('expects', 'v'), ('business', 'n'), ('class', 'n'), ('passengers', 'n'), ('pay', 'v'), ('select', 'v'), ('seats', 'n'), ('even', 'r'), ('though', None), ('paid', 'v'), ('thousands', 'n'), ('dollars', 'n'), ('fly', 'v'), ('business', 'n'), ('class', 'n'), ('several', 'a'), ('hundred', 'v'), ('us', None), ('dollars', 'n'), ('transatlantic', 'a'), ('flights', 'n'), ('wait', 'v'), ('24', None), ('hours', 'n'), ('flight', 'n'), ('time', 'n'), ('allowed', 'v'), ('select', 'v'), ('seat', 'n'), ('cost', 'n'), ('certainly', 'r'), ('another', None), ('ba', 'n'), ('management', 'n'), ('decision', 'n'), ('made', 'v'), ('without', None), ('functioning', 'n'), ('brain', 'n')]",  absolutely pathetic business class product ba even remotely competitive international airline business class market old outdated 8 across seat make type mistake either climb across someone someone climb across gain aisle access crew must also hate layout since reach little window opening provide service passenger 2 center seat ba like europeanbased airline factual intraeuropean business class product even though promote sell business class intraeurope flight feature 33 seat throughout aircraft difference middle seat leave empty business class passenger get meal drink justify high cost bas transatlantic business class product slightly well narrow 8 across seat big surprise lislhr lhriah flight ba fact substantially improve food quality shock unfortunately serve bad business class configuration international airline fly entertainment system small screen laptop screen twice size like airline offering 2 decade ago flight crew pleasant perfunctory best one expect ba crew ba simply never match quality carrier like singapore emirate qatar etihad eva ana japan air new zealand qantas many others ba compete usbased airline like delta american unite also even universe term highquality business class product one big slap face ba expect business class passenger pay select seat even though pay thousand dollar fly business class several hundred us dollar transatlantic flight wait 24 hour flight time allow select seat cost certainly another ba management decision make without functioning brain,0.9404,Positive
2,"  Overall not bad. Staff look tired and overworked, trying their best. Weird seats, I was in 21G going, and 21D going home. The buttons to press for the seat recline are so stiff I had to get help on both flights to get them to work. There is another button, also very stiff, to bring the “leg rest” out. This is an awkward thing which doesn’t come up far enough to be of any use at all for your legs, but just obstructs your feet really. Again, I had to get help to activate the very stiff buttons. At one point, the lady next to me was pressing the buttons for me while I tried to recline, sit up, or put the “leg rest” back. We gave up and called the flight attendant, who also had trouble. BA: please give this some maintenance! Food: only one out of three menu choices available by the time it got to me in Premium Ec. It was pasta and was not too bad. A Christmas Turkey Dinner was offered, but why not load more if it is so popular that it is not available 10 minutes into the meal service? “Breakfast” was an unidentified soggy pastry thing in a cardboard tube. It was disgusting, same offered on return journey. A cold pastry and fruit would be so much nicer. The tea and coffee was hot at least. Overall, I would say Air Canada provides a much superior Premium Ec service than BA. I won’t choose BA again.",  overall not bad staff look tired and overworked trying their best weird seats i was in 21g going and 21d going home the buttons to press for the seat recline are so stiff i had to get help on both flights to get them to work there is another button also very stiff to bring the “leg rest” out this is an awkward thing which doesn’t come up far enough to be of any use at all for your legs but just obstructs your feet really again i had to get help to activate the very stiff buttons at one point the lady next to me was pressing the buttons for me while i tried to recline sit up or put the “leg rest” back we gave up and called the flight attendant who also had trouble ba please give this some maintenance food only one out of three menu choices available by the time it got to me in premium ec it was pasta and was not too bad a christmas turkey dinner was offered but why not load more if it is so popular that it is not available 10 minutes into the meal service “breakfast” was an unidentified soggy pastry thing in a cardboard tube it was disgusting same offered on return journey a cold pastry and fruit would be so much nicer the tea and coffee was hot at least overall i would say air canada provides a much superior premium ec service than ba i won’t choose ba again,"[('overall', 'a'), ('bad', 'a'), ('staff', 'n'), ('look', 'n'), ('tired', 'v'), ('overworked', 'v'), ('trying', 'v'), ('best', 'a'), ('weird', 'n'), ('seats', 'n'), ('21g', None), ('going', 'v'), ('21d', None), ('going', 'v'), ('home', 'n'), ('buttons', 'n'), ('press', 'v'), ('seat', 'n'), ('recline', 'n'), ('stiff', 'a'), ('get', 'v'), ('help', 'n'), ('flights', 'n'), ('get', 'v'), ('work', 'v'), ('another', None), ('button', 'n'), ('also', 'r'), ('stiff', 'a'), ('bring', 'v'), ('“', 'n'), ('leg', 'n'), ('rest', 'n'), ('”', 'v'), ('awkward', 'a'), ('thing', 'n'), ('’', 'n'), ('come', 'v'), ('far', 'r'), ('enough', 'r'), ('use', 'n'), ('legs', 'n'), ('obstructs', 'n'), ('feet', 'n'), ('really', 'r'), ('get', 'v'), ('help', 'n'), ('activate', 'v'), ('stiff', 'a'), ('buttons', 'n'), ('one', None), ('point', 'n'), ('lady', 'n'), ('next', None), ('pressing', 'v'), ('buttons', 'n'), ('tried', 'v'), ('recline', 'v'), ('sit', 'v'), ('put', 'v'), ('“', 'n'), ('leg', 'n'), ('rest', 'n'), ('”', 'n'), ('back', 'r'), ('gave', 'v'), ('called', 'v'), ('flight', 'n'), ('attendant', 'n'), ('also', 'r'), ('trouble', 'n'), ('ba', 'n'), ('please', 'n'), ('give', 'v'), ('maintenance', 'n'), ('food', 'n'), ('one', None), ('three', None), ('menu', 'n'), ('choices', 'n'), ('available', 'a'), ('time', 'n'), ('got', 'v'), ('premium', 'a'), ('ec', 'n'), ('pasta', 'n'), ('bad', 'a'), ('christmas', 'n'), ('turkey', 'n'), ('dinner', 'n'), ('offered', 'v'), ('load', 'r'), ('popular', 'a'), ('available', 'a'), ('10', None), ('minutes', 'n'), ('meal', 'n'), ('service', 'n'), ('“', 'n'), ('breakfast', 'n'), ('”', 'n'), ('unidentified', 'a'), ('soggy', 'a'), ('pastry', 'n'), ('thing', 'n'), ('cardboard', 'n'), ('tube', 'n'), ('disgusting', 'v'), ('offered', 'v'), ('return', 'n'), ('journey', 'n'), ('cold', 'a'), ('pastry', 'n'), ('fruit', 'n'), ('would', None), ('much', 'a'), ('nicer', None), ('tea', 'n'), ('coffee', 'n'), ('hot', 'a'), ('least', 'a'), ('overall', 'a'), ('would', None), ('say', 'v'), ('air', 'n'), ('canada', 'n'), ('provides', 'v'), ('much', 'r'), ('superior', 'a'), ('premium', 'a'), ('ec', 'n'), ('service', 'n'), ('ba', 'n'), ('’', 'n'), ('choose', 'n'), ('ba', 'n')]",  overall bad staff look tire overwork try best weird seat 21g go 21d go home button press seat recline stiff get help flight get work another button also stiff bring “ leg rest ” awkward thing ’ come far enough use leg obstructs foot really get help activate stiff button one point lady next press button try recline sit put “ leg rest ” back give call flight attendant also trouble ba please give maintenance food one three menu choice available time get premium ec pasta bad christmas turkey dinner offer load popular available 10 minute meal service “ breakfast ” unidentified soggy pastry thing cardboard tube disgust offer return journey cold pastry fruit would much nicer tea coffee hot least overall would say air canada provide much superior premium ec service ba ’ choose ba,0.6369,Positive
3," This was our first flight with British Airways in over 13 years and as usual I couldn’t fault them. As we were connecting, we had little interaction with ground staff - staff in the lounge were friendly and helpful. Cabin crew on the flight were great - very welcoming and friendly. Our meals were delicious & no shortage of drinks being offered. The seats were economy seats with the middle row blocked off and some recline. We arrived into Stockholm a little early through a snow shower which was a nice welcome back to Stockholm. Bags (checked in at JFK) were delivered safely within 20 mins of arriving.", this was our first flight with british airways in over 13 years and as usual i couldn’t fault them as we were connecting we had little interaction with ground staff  staff in the lounge were friendly and helpful cabin crew on the flight were great  very welcoming and friendly our meals were delicious  no shortage of drinks being offered the seats were economy seats with the middle row blocked off and some recline we arrived into stockholm a little early through a snow shower which was a nice welcome back to stockholm bags checked in at jfk were delivered safely within 20 mins of arriving,"[('first', 'a'), ('flight', 'n'), ('british', 'a'), ('airways', 'n'), ('13', None), ('years', 'n'), ('usual', 'a'), ('’', 'a'), ('fault', 'v'), ('connecting', 'v'), ('little', 'a'), ('interaction', 'n'), ('ground', 'a'), ('staff', 'n'), ('staff', 'n'), ('lounge', 'n'), ('friendly', 'a'), ('helpful', 'a'), ('cabin', 'n'), ('crew', 'n'), ('flight', 'n'), ('great', 'a'), ('welcoming', 'v'), ('friendly', 'a'), ('meals', 'n'), ('delicious', 'a'), ('shortage', 'n'), ('drinks', 'n'), ('offered', 'v'), ('seats', 'n'), ('economy', 'n'), ('seats', 'n'), ('middle', 'a'), ('row', 'n'), ('blocked', 'v'), ('recline', 'n'), ('arrived', 'v'), ('stockholm', 'n'), ('little', 'a'), ('early', 'a'), ('snow', 'n'), ('shower', 'n'), ('nice', 'a'), ('welcome', 'n'), ('back', 'r'), ('stockholm', 'n'), ('bags', 'n'), ('checked', 'v'), ('jfk', 'n'), ('delivered', 'v'), ('safely', 'r'), ('within', None), ('20', None), ('mins', 'n'), ('arriving', 'v')]",  first flight british airway 13 year usual ’ fault connect little interaction ground staff staff lounge friendly helpful cabin crew flight great welcome friendly meal delicious shortage drink offer seat economy seat middle row block recline arrive stockholm little early snow shower nice welcome back stockholm bag check jfk deliver safely within 20 min arrive,0.9698,Positive
4," I recently encountered a highly disappointing experience with British Airways, specifically regarding their customer service. After my initial flight leg was canceled, I was rebooked with a connection at London Heathrow reduced to a mere 1 hour and 30 minutes. Realizing the impracticality of this, I promptly contacted British Airways within 10 minutes to request a more reasonable layover of 3-4 hours. Shockingly, the customer support representative flatly refused, citing an inability to change my flight. Despite explaining the logistical challenges of a short layover and a terminal change requiring additional security procedures, I received no assistance. To add to the frustration, the representative inaccurately noted on my account that I was presented with multiple options during our conversation. Moreover, the use of military time format and the lack of initial options provided only exacerbated the communication issues. Both phone and email support proved equally incompetent, and I was informed that customer service is outsourced to India, allegedly contributing to the subpar service. This experience has left me not only struggling to rebook my flight but also with a strong resolve to avoid British Airways in the future. The lack of assistance, blame-shifting, and overall incompetence in customer service make it my worst experience yet. I strongly advise others to steer clear of British Airways and their appalling customer service.", i recently encountered a highly disappointing experience with british airways specifically regarding their customer service after my initial flight leg was canceled i was rebooked with a connection at london heathrow reduced to a mere 1 hour and 30 minutes realizing the impracticality of this i promptly contacted british airways within 10 minutes to request a more reasonable layover of 34 hours shockingly the customer support representative flatly refused citing an inability to change my flight despite explaining the logistical challenges of a short layover and a terminal change requiring additional security procedures i received no assistance to add to the frustration the representative inaccurately noted on my account that i was presented with multiple options during our conversation moreover the use of military time format and the lack of initial options provided only exacerbated the communication issues both phone and email support proved equally incompetent and i was informed that customer service is outsourced to india allegedly contributing to the subpar service this experience has left me not only struggling to rebook my flight but also with a strong resolve to avoid british airways in the future the lack of assistance blameshifting and overall incompetence in customer service make it my worst experience yet i strongly advise others to steer clear of british airways and their appalling customer service,"[('recently', 'r'), ('encountered', 'v'), ('highly', 'r'), ('disappointing', 'a'), ('experience', 'n'), ('british', 'a'), ('airways', 'n'), ('specifically', 'r'), ('regarding', 'v'), ('customer', 'n'), ('service', 'n'), ('initial', 'a'), ('flight', 'n'), ('leg', 'n'), ('canceled', 'v'), ('rebooked', 'v'), ('connection', 'n'), ('london', 'n'), ('heathrow', 'n'), ('reduced', 'v'), ('mere', 'a'), ('1', None), ('hour', 'n'), ('30', None), ('minutes', 'n'), ('realizing', 'v'), ('impracticality', 'n'), ('promptly', 'r'), ('contacted', 'v'), ('british', 'a'), ('airways', 'n'), ('within', None), ('10', None), ('minutes', 'n'), ('request', 'v'), ('reasonable', 'a'), ('layover', 'n'), ('34', None), ('hours', 'n'), ('shockingly', 'r'), ('customer', 'n'), ('support', 'n'), ('representative', 'n'), ('flatly', 'r'), ('refused', 'v'), ('citing', 'v'), ('inability', 'n'), ('change', 'v'), ('flight', 'n'), ('despite', None), ('explaining', 'v'), ('logistical', 'a'), ('challenges', 'n'), ('short', 'a'), ('layover', 'n'), ('terminal', 'a'), ('change', 'n'), ('requiring', 'v'), ('additional', 'a'), ('security', 'n'), ('procedures', 'n'), ('received', 'v'), ('assistance', 'n'), ('add', 'v'), ('frustration', 'n'), ('representative', 'n'), ('inaccurately', 'r'), ('noted', 'v'), ('account', 'n'), ('presented', 'v'), ('multiple', 'a'), ('options', 'n'), ('conversation', 'n'), ('moreover', None), ('use', 'n'), ('military', 'a'), ('time', 'n'), ('format', 'n'), ('lack', 'n'), ('initial', 'a'), ('options', 'n'), ('provided', 'v'), ('exacerbated', 'v'), ('communication', 'n'), ('issues', 'n'), ('phone', 'n'), ('email', 'a'), ('support', 'n'), ('proved', 'v'), ('equally', 'r'), ('incompetent', 'a'), ('informed', 'v'), ('customer', 'n'), ('service', 'n'), ('outsourced', 'v'), ('india', 'v'), ('allegedly', 'r'), ('contributing', 'v'), ('subpar', 'n'), ('service', 'n'), ('experience', 'n'), ('left', 'v'), ('struggling', 'v'), ('rebook', 'v'), ('flight', 'n'), ('also', 'r'), ('strong', 'a'), ('resolve', 'n'), ('avoid', 'v'), ('british', 'a'), ('airways', 'n'), ('future', 'n'), ('lack', 'n'), ('assistance', 'n'), ('blameshifting', 'n'), ('overall', 'a'), ('incompetence', 'n'), ('customer', 'n'), ('service', 'n'), ('make', 'v'), ('worst', 'a'), ('experience', 'n'), ('yet', 'r'), ('strongly', 'r'), ('advise', 'v'), ('others', 'n'), ('steer', 'v'), ('clear', 'a'), ('british', 'a'), ('airways', 'n'), ('appalling', 'a'), ('customer', 'n'), ('service', 'n')]",  recently encounter highly disappointing experience british airway specifically regard customer service initial flight leg cancel rebooked connection london heathrow reduce mere 1 hour 30 minute realize impracticality promptly contact british airway within 10 minute request reasonable layover 34 hour shockingly customer support representative flatly refuse cite inability change flight despite explain logistical challenge short layover terminal change require additional security procedure receive assistance add frustration representative inaccurately note account present multiple option conversation moreover use military time format lack initial option provide exacerbate communication issue phone email support prove equally incompetent inform customer service outsource india allegedly contribute subpar service experience leave struggle rebook flight also strong resolve avoid british airway future lack assistance blameshifting overall incompetence customer service make bad experience yet strongly advise others steer clear british airway appalling customer service,-0.9495,Negative
5,"  Beware! BA don't provide any refund due to a very serious medical reason. My father was diagnosed with a severe heart defect a couple of weeks before his flight date and BA refused to give any refund as this was not a good enough reason!! We sent them a medical note from his doctor saying he is unfit to travel due to potential heart failure and needs to have heart surgery as soon as possible, and the operator totally dismissed it. They said only thing they can do is change the travel date within a year. Heart surgery recovery takes months and it's highly unlikely that he will be able to travel within the year, meaning he would lose his ticket and money! They said they can't do anything to help, not even change the name on the ticket so someone else can use the tickets! The most ridiculous thing I've heard!",  beware ba dont provide any refund due to a very serious medical reason my father was diagnosed with a severe heart defect a couple of weeks before his flight date and ba refused to give any refund as this was not a good enough reason we sent them a medical note from his doctor saying he is unfit to travel due to potential heart failure and needs to have heart surgery as soon as possible and the operator totally dismissed it they said only thing they can do is change the travel date within a year heart surgery recovery takes months and its highly unlikely that he will be able to travel within the year meaning he would lose his ticket and money they said they cant do anything to help not even change the name on the ticket so someone else can use the tickets the most ridiculous thing ive heard,"[('beware', 'n'), ('ba', 'n'), ('dont', 'a'), ('provide', 'v'), ('refund', 'n'), ('due', 'a'), ('serious', 'a'), ('medical', 'a'), ('reason', 'n'), ('father', 'n'), ('diagnosed', 'v'), ('severe', 'a'), ('heart', 'n'), ('defect', 'v'), ('couple', 'n'), ('weeks', 'n'), ('flight', 'n'), ('date', 'n'), ('ba', 'n'), ('refused', 'v'), ('give', 'v'), ('refund', 'n'), ('good', 'a'), ('enough', 'a'), ('reason', 'n'), ('sent', 'v'), ('medical', 'a'), ('note', 'n'), ('doctor', 'n'), ('saying', 'v'), ('unfit', 'a'), ('travel', 'v'), ('due', 'a'), ('potential', 'a'), ('heart', 'n'), ('failure', 'n'), ('needs', 'n'), ('heart', 'n'), ('surgery', 'n'), ('soon', 'r'), ('possible', 'a'), ('operator', 'n'), ('totally', 'r'), ('dismissed', 'v'), ('said', 'v'), ('thing', 'n'), ('change', 'v'), ('travel', 'n'), ('date', 'n'), ('within', None), ('year', 'n'), ('heart', 'n'), ('surgery', 'n'), ('recovery', 'n'), ('takes', 'v'), ('months', 'n'), ('highly', 'r'), ('unlikely', 'a'), ('able', 'a'), ('travel', 'v'), ('within', None), ('year', 'n'), ('meaning', 'n'), ('would', None), ('lose', 'v'), ('ticket', 'n'), ('money', 'n'), ('said', 'v'), ('cant', 'v'), ('anything', 'n'), ('help', 'v'), ('even', 'r'), ('change', 'v'), ('name', 'n'), ('ticket', 'n'), ('someone', 'n'), ('else', 'r'), ('use', 'v'), ('tickets', 'n'), ('ridiculous', 'a'), ('thing', 'n'), ('ive', 'a'), ('heard', 'n')]",  beware ba dont provide refund due serious medical reason father diagnose severe heart defect couple week flight date ba refuse give refund good enough reason send medical note doctor say unfit travel due potential heart failure need heart surgery soon possible operator totally dismiss say thing change travel date within year heart surgery recovery take month highly unlikely able travel within year meaning would lose ticket money say cant anything help even change name ticket someone else use ticket ridiculous thing ive heard,-0.924,Negative
